subpopulation,value_population,treatment,value,outcome,ate,ate_p,iscore,size,size_protected,size_treated,support,ni_score1,ni_score2,ni_score3,p_v1,p_v2,utility,std,kl,emd,diff_means
Marital status,Separated,With a disability,no,Total person's income,14679.809261799674,12832.961268682779,1846.847993116895,6377,3683,5450,0.016908391886517302,0.16863371021549045,0.08820710148383493,0.15313697851030916,[8.87637481e-18],[3.2255822e-11],0.002589300044969486,48244.253994498584,152555349.89973047,5724.7130057018785,5723.163182188433
Marital status,Separated,With a disability,yes,Total person's income,-14679.809261799677,-12832.961268682666,1846.8479931170114,6377,3683,927,0.016908391886517302,0.1686337102155001,0.08820710148384037,0.15313697851031816,[8.87637481e-18],[3.2255822e-11],0.002589300044969638,48244.253994498584,152555349.89973047,5724.7130057018785,5723.163182188433
Marital status,Widowed,With a disability,no,Total person's income,11615.834848438135,12514.301429896703,898.4665814585678,9753,7156,7649,0.025859737504971496,0.08592866008075073,0.043929218143735405,0.07767902997141085,[1.15393929e-17],[3.06119065e-19],0.002008759324701498,55235.91205749814,288617022.5850324,3814.7196757965335,3797.8415315818856
Marital status,Widowed,With a disability,yes,Total person's income,-11615.83484843783,-12514.30142989674,898.4665814589098,9753,7156,2104,0.025859737504971496,0.08592866008078215,0.043929218143751725,0.07767902997143916,[1.15393929e-17],[3.06119065e-19],0.00200875932470223,55235.91205749814,288617022.5850324,3814.7196757965335,3797.8415315818856
Marital status,Married,With a disability,no,Total person's income,17974.587931156,15006.761326428688,2967.82660472731,206028,96787,189921,0.5462760174996686,0.25679447725301374,0.13790631440255496,0.2344068563629279,[1.19919943e-199],[4.20101113e-107],0.1280508439685571,72733.03071490698,6806244895.357725,17811.03888952029,17810.38747972352
Marital status,Married,With a disability,yes,Total person's income,-17974.587931155867,-15006.761326428736,2967.826604727132,206028,96787,16107,0.5462760174996686,0.25679447725300053,0.13790631440254741,0.23440685636291558,[1.19919943e-199],[4.20101113e-107],0.12805084396855038,72733.03071490698,6806244895.357725,17811.03888952029,17810.38747972352
Marital status,Never Married,Race/Ethnicity,,Total person's income,,,,113619,52769,0,0.30125679437889435,,,,,,,39318.549668305954,1959684372.614808,2191.7565995186546,2179.778885330401
Marital status,Never Married,Race/Ethnicity,White,Total person's income,3244.5111326657243,1305.1718156819697,1939.3393169837545,113619,52769,80747,0.30125679437889435,0.17628767625488717,0.0924140130295571,0.16015719245250715,[1.70572527e-36],[0.00012152],0.04824844239496596,39318.549668305954,1959684372.614808,2191.7565995186546,2179.778885330401
Marital status,Never Married,Race/Ethnicity,Asian,Total person's income,8790.1491207215,8461.737568648776,328.4115520727246,113619,52769,6085,0.30125679437889435,0.0323077397420618,0.016286494827920772,0.029124502372279037,[1.22673418e-64],[1.15252968e-33],0.008773954222553287,39318.549668305954,1959684372.614808,2191.7565995186546,2179.778885330401
Marital status,Never Married,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,Total person's income,,,,113619,52769,255,0.30125679437889435,,,,,,,39318.549668305954,1959684372.614808,2191.7565995186546,2179.778885330401
Marital status,Never Married,Race/Ethnicity,American Indian or Alaska Native,Total person's income,-7804.596483567286,-7883.830518571929,79.23403500464337,113619,52769,1339,0.30125679437889435,0.007892096080623467,0.003953864562802334,0.007105697450207171,[5.1501489e-13],[3.07997282e-08],0.002140639635675696,39318.549668305954,1959684372.614808,2191.7565995186546,2179.778885330401
Marital status,Never Married,Race/Ethnicity,Black or African American,Total person's income,-5251.012620245503,-1814.555875448801,3436.456744796702,113619,52769,15343,0.30125679437889435,0.29081983583212556,0.1578716462629498,0.2660255843455409,[1.82645971e-53],[2.83172262e-05],0.08014201476270984,39318.549668305954,1959684372.614808,2191.7565995186546,2179.778885330401
Marital status,Divorced,Race/Ethnicity,,Total person's income,,,,41373,23699,0,0.1096990587299483,,,,,,,55485.89394475449,993529538.6454201,4709.9266635723025,4608.939955272377
Marital status,Divorced,Race/Ethnicity,White,Total person's income,8343.350474074861,5261.774919260446,3081.575554814415,41373,23699,33498,0.1096990587299483,0.26520046280648835,0.1427955102815246,0.24220456159039438,[2.88915348e-33],[1.02417356e-11],0.026569612426566053,55485.89394475449,993529538.6454201,4709.9266635723025,4608.939955272377
Marital status,Divorced,Race/Ethnicity,Asian,Total person's income,8033.012996357735,6428.605634143976,1604.4073622137585,41373,23699,1144,0.1096990587299483,0.14823169891577326,0.07708705660597293,0.13445564911467844,[1.37137083e-06],[0.00025136],0.014749658148804431,55485.89394475449,993529538.6454201,4709.9266635723025,4608.939955272377
Marital status,Divorced,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,Total person's income,,,,41373,23699,53,0.1096990587299483,,,,,,,55485.89394475449,993529538.6454201,4709.9266635723025,4608.939955272377
Marital status,Divorced,Race/Ethnicity,American Indian or Alaska Native,Total person's income,-14622.201635303201,-9077.97988226806,5544.221753035141,41373,23699,458,0.1096990587299483,0.4255959298189964,0.24210550194568392,0.3928503377518979,[2.03048483e-08],[0.00305156],0.04309531227312548,55485.89394475449,993529538.6454201,4709.9266635723025,4608.939955272377
Marital status,Divorced,Race/Ethnicity,Black or African American,Total person's income,-10141.999999080763,-5823.471502560402,4318.528496520361,41373,23699,4209,0.1096990587299483,0.3506950849000888,0.1942054138306022,0.3220403897282782,[2.38529871e-29],[4.63837668e-09],0.03532752762621783,55485.89394475449,993529538.6454201,4709.9266635723025,4608.939955272377
Marital status,Separated,Race/Ethnicity,,Total person's income,,,,6377,3683,0,0.016908391886517302,,,,,,,48244.253994498584,143844593.0277937,4791.994569644317,4751.049687754548
Marital status,Separated,Race/Ethnicity,White,Total person's income,4964.991403322652,,,6377,3683,4256,0.016908391886517302,,,,,,,48244.253994498584,143844593.0277937,4791.994569644317,4751.049687754548
Marital status,Separated,Race/Ethnicity,Asian,Total person's income,6666.589224987598,11604.52723281302,4937.938007825422,6377,3683,218,0.016908391886517302,0.3896933851365785,0.21877876701703658,0.35880036064767884,[0.04496197],[0.0010035],0.006066737106854695,48244.253994498584,143844593.0277937,4791.994569644317,4751.049687754548
Marital status,Separated,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,Total person's income,25944.30029841417,,,6377,3683,10,0.016908391886517302,,,,,,,48244.253994498584,143844593.0277937,4791.994569644317,4751.049687754548
Marital status,Separated,Race/Ethnicity,American Indian or Alaska Native,Total person's income,,,,6377,3683,88,0.016908391886517302,,,,,,,48244.253994498584,143844593.0277937,4791.994569644317,4751.049687754548
Marital status,Separated,Race/Ethnicity,Black or African American,Total person's income,-4832.099696410463,,,6377,3683,1173,0.016908391886517302,,,,,,,48244.253994498584,143844593.0277937,4791.994569644317,4751.049687754548
Marital status,Widowed,Race/Ethnicity,,Total person's income,,,,9753,7156,0,0.025859737504971496,,,,,,,55235.91205749814,284719004.20326877,4274.780603689212,4265.461430967021
Marital status,Widowed,Race/Ethnicity,White,Total person's income,12262.308204949448,9898.730680456756,2363.5775244926917,9753,7156,7888,0.025859737504971496,0.21050182150295216,0.1114628997632976,0.19161914571812888,[5.75472715e-18],[2.51362611e-12],0.004955220809197696,55235.91205749814,284719004.20326877,4274.780603689212,4265.461430967021
Marital status,Widowed,Race/Ethnicity,Asian,Total person's income,,,,9753,7156,381,0.025859737504971496,,,,,,,55235.91205749814,284719004.20326877,4274.780603689212,4265.461430967021
Marital status,Widowed,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,Total person's income,,,,9753,7156,9,0.025859737504971496,,,,,,,55235.91205749814,284719004.20326877,4274.780603689212,4265.461430967021
Marital status,Widowed,Race/Ethnicity,American Indian or Alaska Native,Total person's income,-14074.421376783343,-11195.492896483589,2878.9284802997536,9753,7156,101,0.025859737504971496,0.2501580650249371,0.1340658599090443,0.2282569053003286,[0.01084766],[0.04347261],0.005902663654763635,55235.91205749814,284719004.20326877,4274.780603689212,4265.461430967021
Marital status,Widowed,Race/Ethnicity,Black or African American,Total person's income,-13188.641849902167,-10329.661220913396,2858.980628988771,9753,7156,1029,0.025859737504971496,0.24866079861647994,0.13320175278008317,0.22687014535785155,[4.08289866e-13],[1.31500621e-08],0.005866802406668769,55235.91205749814,284719004.20326877,4274.780603689212,4265.461430967021
Marital status,Married,Race/Ethnicity,,Total person's income,,,,206028,96787,0,0.5462760174996686,,,,,,,72733.03071490698,6930464279.662303,18033.67583456456,18032.84043311602
Marital status,Married,Race/Ethnicity,White,Total person's income,8697.08177018389,,,206028,96787,168711,0.5462760174996686,,,,,,,72733.03071490698,6930464279.662303,18033.67583456456,18032.84043311602
Marital status,Married,Race/Ethnicity,Asian,Total person's income,10430.32900158006,11513.364262444731,1083.0352608646717,206028,96787,13479,0.5462760174996686,0.10264481561684191,0.05271166776785541,0.09287332371670676,[2.53466326e-58],[1.81823167e-66],0.050734469411920086,72733.03071490698,6930464279.662303,18033.67583456456,18032.84043311602
Marital status,Married,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,Total person's income,-17212.193720865012,-9169.799897858356,8042.393823006656,206028,96787,306,0.5462760174996686,0.552571881088783,0.331099320592947,0.5151013815749996,[3.52411473e-05],[0.03651003],0.281387531335368,72733.03071490698,6930464279.662303,18033.67583456456,18032.84043311602
Marital status,Married,Race/Ethnicity,American Indian or Alaska Native,Total person's income,-22301.437865202854,-14085.758815805308,8215.679049397546,206028,96787,1418,0.5462760174996686,0.5602583593812773,0.3368698162361159,0.5226050362418961,[1.19979802e-30],[2.21522772e-12],0.285486597923493,72733.03071490698,6930464279.662303,18033.67583456456,18032.84043311602
Marital status,Married,Race/Ethnicity,Black or African American,Total person's income,-15828.460984379817,-4062.486409007164,11765.974575372653,206028,96787,11992,0.5462760174996686,0.6916739516954317,0.44472885154677055,0.6531759581957541,[1.72964144e-118],[2.5702783e-08],0.3568143611697066,72733.03071490698,6930464279.662303,18033.67583456456,18032.84043311602
Marital status,Never Married,When last worked,Within past year,Total person's income,23603.549823408,20493.967217428864,3109.582605979136,113619,52769,104110,0.30125679437889435,0.26725554045332056,0.14399505869026707,0.24411228165315102,[0.],[1.67712296e-277],0.07354048343934606,39318.549668305954,1969723213.1574416,2018.6442229339193,1999.9349428641835
Marital status,Never Married,When last worked,1-5 yrs ago,Total person's income,-23603.549823410784,-20493.967217430065,3109.5826059807187,113619,52769,9509,0.30125679437889435,0.26725554045343647,0.1439950586903348,0.2441122816532586,[0.],[1.67712296e-277],0.07354048343937847,39318.549668305954,1969723213.1574416,2018.6442229339193,1999.9349428641835
Marital status,Divorced,When last worked,Within past year,Total person's income,31497.659452788608,27056.52552716171,4441.133925626898,41373,23699,35505,0.1096990587299483,0.3586073124568401,0.19913004330093642,0.3294802045671461,[0.],[6.9015593e-205],0.03614366831116674,55485.89394475449,1039365251.9401791,5125.264103970636,5000.5678720621145
Marital status,Divorced,When last worked,1-5 yrs ago,Total person's income,-31497.6594527886,-27056.525527161786,4441.133925626815,41373,23699,5868,0.1096990587299483,0.35860731245683464,0.1991300433009331,0.329480204567141,[0.],[6.9015593e-205],0.03614366831116618,55485.89394475449,1039365251.9401791,5125.264103970636,5000.5678720621145
Marital status,Separated,When last worked,Within past year,Total person's income,28989.35130096138,25443.109638899303,3546.241662062079,6377,3683,5584,0.016908391886517302,0.29856298258921665,0.16248163159797901,0.2732420130044516,[1.49962968e-57],[1.58716023e-35],0.004620083035740125,48244.253994498584,147413715.7300756,5428.118924789573,5346.334509910401
Marital status,Separated,When last worked,1-5 yrs ago,Total person's income,-28989.351300961564,-25443.109638900332,3546.241662061231,6377,3683,793,0.016908391886517302,0.29856298258915714,0.1624816315979435,0.2732420130043961,[1.49962968e-57],[1.58716023e-35],0.0046200830357391864,48244.253994498584,147413715.7300756,5428.118924789573,5346.334509910401
Marital status,Widowed,When last worked,Within past year,Total person's income,23669.079373710454,20763.425344507246,2905.6540292032078,9753,7156,6796,0.025859737504971496,0.2521593832476299,0.1352222153915087,0.23011094784638775,[6.86946768e-86],[3.00297351e-65],0.005950608708327773,55235.91205749814,310708619.80369306,5261.424818334264,5229.6444941308
Marital status,Widowed,When last worked,1-5 yrs ago,Total person's income,-23669.079373710203,-20763.425344507257,2905.654029202946,9753,7156,2957,0.025859737504971496,0.2521593832476102,0.13522221539149737,0.23011094784636954,[6.86946768e-86],[3.00297351e-65],0.005950608708327303,55235.91205749814,310708619.80369306,5261.424818334264,5229.6444941308
Marital status,Married,When last worked,Within past year,Total person's income,43002.637339025096,36645.37240925223,6357.264929772864,206028,96787,181120,0.5462760174996686,0.4704493662791013,0.27229770254526564,0.4356913038851955,[0.],[0.],0.23800771034564247,72733.03071490698,6858507591.92753,17734.746019610073,17734.22797483133
Marital status,Married,When last worked,1-5 yrs ago,Total person's income,-43002.63733902521,-36645.37240925229,6357.264929772922,206028,96787,24908,0.5462760174996686,0.4704493662791043,0.27229770254526775,0.4356913038851985,[0.],[0.],0.2380077103456441,72733.03071490698,6858507591.92753,17734.746019610073,17734.22797483133
Educational attainment,Bachelor's degree,Age,,Total person's income,,,,80511,41575,0,0.2134720933315657,,,,,,,72949.18374679209,2914299423.455922,16569.35644016837,16569.24098616957
Educational attainment,Bachelor's degree,Age,75-84,Total person's income,,-6061.413534119427,,80511,41575,1153,0.2134720933315657,,,,,,,72949.18374679209,2914299423.455922,16569.35644016837,16569.24098616957
Educational attainment,Bachelor's degree,Age,25-34,Total person's income,-22868.041592722533,-12064.957435392993,10803.08415732954,80511,41575,19989,0.2134720933315657,0.6605091948084627,0.41734160506216234,0.6217793691575039,[0.],[8.03673857e-92],0.1327325435244327,72949.18374679209,2914299423.455922,16569.35644016837,16569.24098616957
Educational attainment,Bachelor's degree,Age,45-54,Total person's income,22582.006538279442,13738.375605265719,8843.630933013723,80511,41575,15815,0.2134720933315657,0.5870228825728143,0.357367042996404,0.5488370894495405,[8.00557133e-269],[8.20833112e-98],0.11716140238279717,72949.18374679209,2914299423.455922,16569.35644016837,16569.24098616957
Educational attainment,Bachelor's degree,Age,55-64,Total person's income,16369.45064940925,10769.551449577993,5599.899199831256,80511,41575,14472,0.2134720933315657,0.4287851783251633,0.2442124493782417,0.39588513662977987,[1.72883083e-132],[1.47773915e-56],0.08451042883521201,72949.18374679209,2914299423.455922,16569.35644016837,16569.24098616957
Educational attainment,Bachelor's degree,Age,85-94,Total person's income,,,,80511,41575,184,0.2134720933315657,,,,,,,72949.18374679209,2914299423.455922,16569.35644016837,16569.24098616957
Educational attainment,Bachelor's degree,Age,35-44,Total person's income,7172.0544037389045,5560.359156853723,1611.6952468851814,80511,41575,16107,0.2134720933315657,0.14885223168425277,0.07742329949442839,0.13502318183589845,[6.11621307e-29],[8.2443233e-18],0.02882368127479788,72949.18374679209,2914299423.455922,16569.35644016837,16569.24098616957
Educational attainment,Bachelor's degree,Age,17-24,Total person's income,-45914.96650780221,-30780.837109397533,15134.129398404675,80511,41575,5473,0.2134720933315657,0.7798426893707984,0.5307907602900369,0.7438703829040011,[0.],[4.86682592e-215],0.15879556780587042,72949.18374679209,2914299423.455922,16569.35644016837,16569.24098616957
Educational attainment,Bachelor's degree,Age,65-74,Total person's income,,-1999.3545083975769,,80511,41575,7309,0.2134720933315657,,,,,,,72949.18374679209,2914299423.455922,16569.35644016837,16569.24098616957
Educational attainment,Bachelor's degree,Age,0-16,Total person's income,,,,80511,41575,0,0.2134720933315657,,,,,,,72949.18374679209,2914299423.455922,16569.35644016837,16569.24098616957
Educational attainment,Master's degree,Age,,Total person's income,,,,35003,19576,0,0.09280922709797162,,,,,,,80855.00939183442,1397010427.0685134,17858.4391091132,17858.040662035142
Educational attainment,Master's degree,Age,75-84,Total person's income,-5073.120091933961,-7379.932781356583,2306.8126894226225,35003,19576,734,0.09280922709797162,0.2060075042231031,0.10893743442062565,0.18747869375235282,[0.09258266],[0.02779301],0.017399752664493187,80855.00939183442,1397010427.0685134,17858.4391091132,17858.040662035142
Educational attainment,Master's degree,Age,25-34,Total person's income,-30255.836204584593,-17150.88423571249,13104.951968872105,35003,19576,6639,0.09280922709797162,0.7303135245901706,0.48068653453831056,0.6925508825695705,[1.28519229e-167],[2.66187776e-62],0.06427511213729994,80855.00939183442,1397010427.0685134,17858.4391091132,17858.040662035142
Educational attainment,Master's degree,Age,45-54,Total person's income,19630.028288982663,11615.642988782274,8014.385300200389,35003,19576,7481,0.09280922709797162,0.5513169443957557,0.33016191836814457,0.5138775232310049,[9.40362183e-78],[2.95738384e-30],0.04769257575408952,80855.00939183442,1397010427.0685134,17858.4391091132,17858.040662035142
Educational attainment,Master's degree,Age,55-64,Total person's income,14202.233308690964,8480.961155005505,5721.272153685459,35003,19576,7113,0.09280922709797162,0.43567627709766055,0.24878516860864663,0.4024483132110378,[5.1805346e-40],[6.9628994e-16],0.03735091689599882,80855.00939183442,1397010427.0685134,17858.4391091132,17858.040662035142
Educational attainment,Master's degree,Age,85-94,Total person's income,-21205.438244906756,-16510.575497476704,4694.862747430052,35003,19576,101,0.09280922709797162,0.3746765697789669,0.2092260561822784,0.34461841946407357,[0.00848935],[0.04376929],0.03198376915418525,80855.00939183442,1397010427.0685134,17858.4391091132,17858.040662035142
Educational attainment,Master's degree,Age,35-44,Total person's income,2555.148361014886,1778.6498229859862,776.4985380288999,35003,19576,8332,0.09280922709797162,0.07471164397201535,0.038080899436972016,0.06749882594300116,[0.01180247],[0.06564836],0.006264513865790453,80855.00939183442,1397010427.0685134,17858.4391091132,17858.040662035142
Educational attainment,Master's degree,Age,17-24,Total person's income,-56378.12100904845,-39508.23606779311,16869.884941255346,35003,19576,385,0.09280922709797162,0.814923956816744,0.5697953473249552,0.7809137179325389,[2.89855942e-42],[5.63742316e-25],0.07247599859152236,80855.00939183442,1397010427.0685134,17858.4391091132,17858.040662035142
Educational attainment,Master's degree,Age,65-74,Total person's income,-5961.394701838188,,,35003,19576,4216,0.09280922709797162,,,,,,,80855.00939183442,1397010427.0685134,17858.4391091132,17858.040662035142
Educational attainment,Master's degree,Age,0-16,Total person's income,,,,35003,19576,0,0.09280922709797162,,,,,,,80855.00939183442,1397010427.0685134,17858.4391091132,17858.040662035142
Educational attainment,No Degree,Age,,Total person's income,,,,212731,97482,0,0.5640487869547925,,,,,,,39969.77122932968,3779024921.4289913,7924.412322274885,7919.957838370159
Educational attainment,No Degree,Age,75-84,Total person's income,6992.987431821399,6745.166927764763,247.8205040566354,212731,97482,4411,0.5640487869547925,0.024477496405707178,0.012314572551415659,0.0220569535581846,[1.31236667e-30],[7.61081263e-23],0.012441197898412219,39969.77122932968,3779024921.4289913,7924.412322274885,7919.957838370159
Educational attainment,No Degree,Age,25-34,Total person's income,-5956.6881152848255,-4366.107427657702,1590.5806876271236,212731,97482,34617,0.5640487869547925,0.14705317203591606,0.0764487951585554,0.13337789466735617,[3.17928018e-142],[5.26553836e-57],0.07523163969370635,39969.77122932968,3779024921.4289913,7924.412322274885,7919.957838370159
Educational attainment,No Degree,Age,45-54,Total person's income,11517.862102235533,8578.989007863358,2938.873094372175,212731,97482,37673,0.5640487869547925,0.2546395181970904,0.136657378671185,0.23240925999797324,[0.],[1.95130107e-244],0.1310901611789178,39969.77122932968,3779024921.4289913,7924.412322274885,7919.957838370159
Educational attainment,No Degree,Age,55-64,Total person's income,12663.653442581573,9555.686642435405,3107.9668001461687,212731,97482,42301,0.5640487869547925,0.2671371336102738,0.14392589900772834,0.24400235055952246,[0.],[0.],0.1376292298472167,39969.77122932968,3779024921.4289913,7924.412322274885,7919.957838370159
Educational attainment,No Degree,Age,85-94,Total person's income,3978.8272659026043,4627.331156044958,648.5038901423541,212731,97482,686,0.5640487869547925,0.0627923305477498,0.03190513406368578,0.05669475220609155,[0.00923944],[0.00464598],0.031978606208548484,39969.77122932968,3779024921.4289913,7924.412322274885,7919.957838370159
Educational attainment,No Degree,Age,35-44,Total person's income,5736.110543907307,2712.29998307582,3023.8105608314872,212731,97482,32536,0.5640487869547925,0.2609436107070896,0.14031611083322593,0.23825463855472606,[1.27725631e-125],[7.54659632e-22],0.1343872398631458,39969.77122932968,3779024921.4289913,7924.412322274885,7919.957838370159
Educational attainment,No Degree,Age,17-24,Total person's income,-27277.949519714348,-20129.345967806512,7148.603551907836,212731,97482,39457,0.5640487869547925,0.5107395702945369,0.30052846397765176,0.4744838306451985,[0.],[0.],0.26763202910508743,39969.77122932968,3779024921.4289913,7924.412322274885,7919.957838370159
Educational attainment,No Degree,Age,65-74,Total person's income,8269.558229313472,7602.24520323634,667.3130260771322,212731,97482,18770,0.5640487869547925,0.06455348038857478,0.03281515747431962,0.05829024947549155,[1.31921626e-161],[1.82481896e-115],0.03287854450794324,39969.77122932968,3779024921.4289913,7924.412322274885,7919.957838370159
Educational attainment,No Degree,Age,0-16,Total person's income,-31211.569024514334,-23310.642965585084,7900.92605892925,212731,97482,2248,0.5640487869547925,0.5461972314741681,0.3263511533997613,0.508888134569646,[7.62403431e-298],[3.78909241e-143],0.28703773499969604,39969.77122932968,3779024921.4289913,7924.412322274885,7919.957838370159
Educational attainment,Associate's degree,Age,,Total person's income,,,,34024,18996,0,0.0902134429272173,,,,,,,44372.150983874795,732882739.394987,8784.744841019161,8780.280743314375
Educational attainment,Associate's degree,Age,75-84,Total person's income,,,,34024,18996,424,0.0902134429272173,,,,,,,44372.150983874795,732882739.394987,8784.744841019161,8780.280743314375
Educational attainment,Associate's degree,Age,25-34,Total person's income,-12536.16451579873,-9647.532029330181,2888.6324864685484,34024,18996,6542,0.0902134429272173,0.2508853591607869,0.13448590950856665,0.2289306210367824,[2.71579362e-94],[2.19314421e-47],0.02065261951519418,44372.150983874795,732882739.394987,8784.744841019161,8780.280743314375
Educational attainment,Associate's degree,Age,45-54,Total person's income,11778.954641835757,8273.15741178135,3505.797230054406,34024,18996,7088,0.0902134429272173,0.29572031578608515,0.16078627024224934,0.2705917942748426,[1.73434523e-88],[6.77202672e-39],0.024411017389386835,44372.150983874795,732882739.394987,8784.744841019161,8780.280743314375
Educational attainment,Associate's degree,Age,55-64,Total person's income,10394.568639459205,8838.989053991965,1555.5795854672397,34024,18996,7382,0.0902134429272173,0.144062533400379,0.07483111455279645,0.1306436447533068,[2.81527502e-71],[1.37502136e-45],0.011785812989756094,44372.150983874795,732882739.394987,8784.744841019161,8780.280743314375
Educational attainment,Associate's degree,Age,85-94,Total person's income,11930.205322105576,,,34024,18996,39,0.0902134429272173,,,,,,,44372.150983874795,732882739.394987,8784.744841019161,8780.280743314375
Educational attainment,Associate's degree,Age,35-44,Total person's income,1325.1908142236935,,,34024,18996,6727,0.0902134429272173,,,,,,,44372.150983874795,732882739.394987,8784.744841019161,8780.280743314375
Educational attainment,Associate's degree,Age,17-24,Total person's income,-29774.578103862757,-22587.926158708076,7186.651945154681,34024,18996,2679,0.0902134429272173,0.5125975906415355,0.30185788741942776,0.4762803071309668,[1.12600881e-247],[9.43171479e-121],0.042966886304717,44372.150983874795,732882739.394987,8784.744841019161,8780.280743314375
Educational attainment,Associate's degree,Age,65-74,Total person's income,2631.986762748267,3340.2442605756078,708.2574978273406,34024,18996,3138,0.0902134429272173,0.0683757862934552,0.034793175683809796,0.06175406621417978,[0.00154578],[0.00029513],0.005571046927936505,44372.150983874795,732882739.394987,8784.744841019161,8780.280743314375
Educational attainment,Associate's degree,Age,0-16,Total person's income,,,,34024,18996,5,0.0902134429272173,,,,,,,44372.150983874795,732882739.394987,8784.744841019161,8780.280743314375
Educational attainment,Doctorate degree,Age,,Total person's income,,,,5956,2545,0,0.015792125149144902,,,,,,,102125.82500779377,264776335.87096393,25039.241650294694,25039.2416502947
Educational attainment,Doctorate degree,Age,75-84,Total person's income,,,,5956,2545,304,0.015792125149144902,,,,,,,102125.82500779377,264776335.87096393,25039.241650294694,25039.2416502947
Educational attainment,Doctorate degree,Age,25-34,Total person's income,-41069.78598217803,-25725.77702702672,15344.008955151308,5956,2545,893,0.015792125149144902,0.7844151896853202,0.5356888862899362,0.7486630490293914,[8.43737903e-29],[3.36101099e-10],0.011822980564812555,102125.82500779377,264776335.87096393,25039.241650294694,25039.2416502947
Educational attainment,Doctorate degree,Age,45-54,Total person's income,14577.016687692812,8917.730345021686,5659.2863426711265,5956,2545,1200,0.015792125149144902,0.4321674069606577,0.24645332391460828,0.3991054220153043,[9.81897923e-06],[0.02511811],0.0063027227721679764,102125.82500779377,264776335.87096393,25039.241650294694,25039.2416502947
Educational attainment,Doctorate degree,Age,55-64,Total person's income,21140.498895304263,10858.02358637136,10282.475308932902,5956,2545,1149,0.015792125149144902,0.6423668472305928,0.4019756252715051,0.6036361901743337,[2.73707174e-10],[0.00917998],0.00953269825978611,102125.82500779377,264776335.87096393,25039.241650294694,25039.2416502947
Educational attainment,Doctorate degree,Age,85-94,Total person's income,,,,5956,2545,27,0.015792125149144902,,,,,,,102125.82500779377,264776335.87096393,25039.241650294694,25039.2416502947
Educational attainment,Doctorate degree,Age,35-44,Total person's income,,,,5956,2545,1396,0.015792125149144902,,,,,,,102125.82500779377,264776335.87096393,25039.241650294694,25039.2416502947
Educational attainment,Doctorate degree,Age,17-24,Total person's income,-85140.0836857148,-55585.68415010478,29554.399535610013,5956,2545,19,0.015792125149144902,0.9479442465767957,0.7718427002631643,0.9300445003381932,[0.00028412],[0.02254182],0.014687379143614685,102125.82500779377,264776335.87096393,25039.241650294694,25039.2416502947
Educational attainment,Doctorate degree,Age,65-74,Total person's income,,8415.742573278752,,5956,2545,967,0.015792125149144902,,,,,,,102125.82500779377,264776335.87096393,25039.241650294694,25039.2416502947
Educational attainment,Doctorate degree,Age,0-16,Total person's income,,,,5956,2545,0,0.015792125149144902,,,,,,,102125.82500779377,264776335.87096393,25039.241650294694,25039.2416502947
Educational attainment,Professional Degree,Age,,Total person's income,,,,8925,3920,0,0.023664324539307967,,,,,,,136416.64067931462,624333494.9982541,36471.2943877551,36471.294387755115
Educational attainment,Professional Degree,Age,75-84,Total person's income,,,,8925,3920,365,0.023664324539307967,,,,,,,136416.64067931462,624333494.9982541,36471.2943877551,36471.294387755115
Educational attainment,Professional Degree,Age,25-34,Total person's income,-72727.20045811177,-44758.58780522099,27968.612652890777,8925,3920,1430,0.023664324539307967,0.9389987708669122,0.7530157310007622,0.9193127846960539,[1.20383575e-77],[2.65514463e-24],0.02175491609018237,136416.64067931462,624333494.9982541,36471.2943877551,36471.294387755115
Educational attainment,Professional Degree,Age,45-54,Total person's income,33360.121846053196,27514.334449760645,5845.787396292551,8925,3920,1846,0.023664324539307967,0.44265940212690635,0.25344752503719226,0.40910731827234825,[6.64624943e-21],[5.96285656e-11],0.009681248351002805,136416.64067931462,624333494.9982541,36471.2943877551,36471.294387755115
Educational attainment,Professional Degree,Age,55-64,Total person's income,24448.22967759249,,,8925,3920,1957,0.023664324539307967,,,,,,,136416.64067931462,624333494.9982541,36471.2943877551,36471.294387755115
Educational attainment,Professional Degree,Age,85-94,Total person's income,,,,8925,3920,39,0.023664324539307967,,,,,,,136416.64067931462,624333494.9982541,36471.2943877551,36471.294387755115
Educational attainment,Professional Degree,Age,35-44,Total person's income,7318.345575398911,20283.837203389892,12965.491627990981,8925,3920,1850,0.023664324539307967,0.7265261195559028,0.47705269821510965,0.6886676371215976,[0.0399388],[6.27632387e-07],0.016296854464563856,136416.64067931462,624333494.9982541,36471.2943877551,36471.294387755115
Educational attainment,Professional Degree,Age,17-24,Total person's income,-130792.80772666584,-95435.61752577289,35357.19020089295,8925,3920,53,0.023664324539307967,0.970862201207072,0.829302024637291,0.9585035384020422,[3.22115336e-12],[4.67619843e-08],0.022682338804820963,136416.64067931462,624333494.9982541,36471.2943877551,36471.294387755115
Educational attainment,Professional Degree,Age,65-74,Total person's income,,-13944.272095290653,,8925,3920,1383,0.023664324539307967,,,,,,,136416.64067931462,624333494.9982541,36471.2943877551,36471.294387755115
